index,Test_Time(s),,Step_Time(s),Cycle_Index,Step_Index,Voltage,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Charge_Capacity,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Discharge_Capacity,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index
2485,287014.78676,,3480.001,32,3,4.39999151229858,287014.78676,3480.001,32,3,0.996190071105957,287014.78676,3480.001,32,3,2.23123335838318,287014.78676,3480.001,32,3,0,287014.78676,3480.001,32,3
2486,287134.78926,,3600.0035,32,3,4.40002298355103,287134.78926,3600.0035,32,3,0.946147918701172,287134.78926,3600.0035,32,3,2.26360464096069,287134.78926,3600.0035,32,3,0,287134.78926,3600.0035,32,3
2487,287254.78736,,3720.0016,32,3,4.40000581741333,287254.78736,3720.0016,32,3,0.897582054138184,287254.78736,3720.0016,32,3,2.29432725906372,287254.78736,3720.0016,32,3,0,287254.78736,3720.0016,32,3
2488,287374.79116,,3840.0054,32,3,4.39995431900024,287374.79116,3840.0054,32,3,0.852771759033203,287374.79116,3840.0054,32,3,2.32349634170532,287374.79116,3840.0054,32,3,0,287374.79116,3840.0054,32,3
2489,287494.78686,,3960.0011,32,3,4.40010595321655,287494.78686,3960.0011,32,3,0.809276580810547,287494.78686,3960.0011,32,3,2.35119032859802,287494.78686,3960.0011,32,3,0,287494.78686,3960.0011,32,3
2490,287614.78996,,4080.0042,32,3,4.40003252029419,287614.78996,4080.0042,32,3,0.767489433288574,287614.78996,4080.0042,32,3,2.37746667861938,287614.78996,4080.0042,32,3,0,287614.78996,4080.0042,32,3
2491,287734.78626,,4200.0005,32,3,4.40001821517944,287734.78626,4200.0005,32,3,0.727683067321777,287734.78626,4200.0005,32,3,2.40237975120544,287734.78626,4200.0005,32,3,0,287734.78626,4200.0005,32,3
2492,287854.79016,,4320.0044,32,3,4.40000104904175,287854.79016,4320.0044,32,3,0.689064979553223,287854.79016,4320.0044,32,3,2.42598581314087,287854.79016,4320.0044,32,3,0,287854.79016,4320.0044,32,3
2493,287974.78596,,4440.0002,32,3,4.39993143081665,287974.78596,4440.0002,32,3,0.653054237365723,287974.78596,4440.0002,32,3,2.44834542274475,287974.78596,4440.0002,32,3,0,287974.78596,4440.0002,32,3
2494,287977.26586,,4442.4801,32,3,4.40004682540894,287977.26586,4442.4801,32,3,0.65196418762207,287977.26586,4442.4801,32,3,2.44879531860352,287977.26586,4442.4801,32,3,0,287977.26586,4442.4801,32,3
2495,288097.30926,,120.002,32,4,4.27765035629272,288097.30926,120.002,32,4,0,288097.30926,120.002,32,4,2.44879555702209,288097.30926,120.002,32,4,0,288097.30926,120.002,32,4
2496,288217.30936,,240.0021,32,4,4.26541185379028,288217.30936,240.0021,32,4,0,288217.30936,240.0021,32,4,2.44879555702209,288217.30936,240.0021,32,4,0,288217.30936,240.0021,32,4
2497,288277.30976,,300.0025,32,4,4.26215124130249,288277.30976,300.0025,32,4,0,288277.30976,300.0025,32,4,2.44879555702209,288277.30976,300.0025,32,4,0,288277.30976,300.0025,32,4
2498,288397.403204,,120.0066,32,5,3.90133619308472,288397.403204,120.0066,32,5,-2.28185939788818,288397.403204,120.0066,32,5,2.44879555702209,288397.403204,120.0066,32,5,0.076065100729466,288397.403204,120.0066,32,5
2499,288517.400904,,240.0043,32,5,3.85581159591675,288517.400904,240.0043,32,5,-2.28219985961914,288517.400904,240.0043,32,5,2.44879555702209,288517.400904,240.0043,32,5,0.15212208032608,288517.400904,240.0043,32,5
2500,288637.400004,,360.0034,32,5,3.81811285018921,288637.400004,360.0034,32,5,-2.28182125091553,288637.400004,360.0034,32,5,2.44879555702209,288637.400004,360.0034,32,5,0.228188887238502,288637.400004,360.0034,32,5
2501,288757.397604,,480.001,32,5,3.78277826309204,288757.397604,480.001,32,5,-2.28182983398437,288757.397604,480.001,32,5,2.44879555702209,288757.397604,480.001,32,5,0.304244577884674,288757.397604,480.001,32,5
2502,288877.402204,,600.0056,32,5,3.74900102615356,288877.402204,600.0056,32,5,-2.28217506408691,288877.402204,600.0056,32,5,2.44879555702209,288877.402204,600.0056,32,5,0.380313336849213,288877.402204,600.0056,32,5
2503,288997.400904,,720.0043,32,5,3.7160964012146,288997.400904,720.0043,32,5,-2.28187465667725,288997.400904,720.0043,32,5,2.44879555702209,288997.400904,720.0043,32,5,0.456383407115936,288997.400904,720.0043,32,5
2504,289117.398804,,840.0022,32,5,3.68445920944214,289117.398804,840.0022,32,5,-2.28174686431885,289117.398804,840.0022,32,5,2.44879555702209,289117.398804,840.0022,32,5,0.532447099685669,289117.398804,840.0022,32,5
2505,289237.400204,,960.0036,32,5,3.65436029434204,289237.400204,960.0036,32,5,-2.28218078613281,289237.400204,960.0036,32,5,2.44879555702209,289237.400204,960.0036,32,5,0.608511447906494,289237.400204,960.0036,32,5
2506,289357.403404,,1080.0068,32,5,3.62642431259155,289357.403404,1080.0068,32,5,-2.28215026855469,289357.403404,1080.0068,32,5,2.44879555702209,289357.403404,1080.0068,32,5,0.684583067893982,289357.403404,1080.0068,32,5
2507,289477.400104,,1200.0035,32,5,3.6008563041687,289477.400104,1200.0035,32,5,-2.28198146820068,289477.400104,1200.0035,32,5,2.44879555702209,289477.400104,1200.0035,32,5,0.760647833347321,289477.400104,1200.0035,32,5
2508,289597.397304,,1320.0007,32,5,3.57695722579956,289597.397304,1320.0007,32,5,-2.28217029571533,289597.397304,1320.0007,32,5,2.44879555702209,289597.397304,1320.0007,32,5,0.836719036102295,289597.397304,1320.0007,32,5
2509,289717.398304,,1440.0017,32,5,3.55390501022339,289717.398304,1440.0017,32,5,-2.28215026855469,289717.398304,1440.0017,32,5,2.44879555702209,289717.398304,1440.0017,32,5,0.912781119346619,289717.398304,1440.0017,32,5
2510,289837.400504,,1560.0039,32,5,3.53219652175903,289837.400504,1560.0039,32,5,-2.28184509277344,289837.400504,1560.0039,32,5,2.44879555702209,289837.400504,1560.0039,32,5,0.988855719566345,289837.400504,1560.0039,32,5
2511,289957.402104,,1680.0055,32,5,3.51165628433228,289957.402104,1680.0055,32,5,-2.28195476531982,289957.402104,1680.0055,32,5,2.44879555702209,289957.402104,1680.0055,32,5,1.06491565704346,289957.402104,1680.0055,32,5
2512,290077.401804,,1800.0052,32,5,3.49169778823853,290077.401804,1800.0052,32,5,-2.28179359436035,290077.401804,1800.0052,32,5,2.44879555702209,290077.401804,1800.0052,32,5,1.140984416008,290077.401804,1800.0052,32,5
2513,290197.400704,,1920.0041,32,5,3.47315073013306,290197.400704,1920.0041,32,5,-2.28186130523682,290197.400704,1920.0041,32,5,2.44879555702209,290197.400704,1920.0041,32,5,1.21705090999603,290197.400704,1920.0041,32,5
2514,290317.398004,,2040.0014,32,5,3.45535135269165,290317.398004,2040.0014,32,5,-2.28219318389893,290317.398004,2040.0014,32,5,2.44879555702209,290317.398004,2040.0014,32,5,1.29311466217041,290317.398004,2040.0014,32,5
2515,290437.400504,,2160.0039,32,5,3.43826532363892,290437.400504,2160.0039,32,5,-2.28185176849365,290437.400504,2160.0039,32,5,2.44879555702209,290437.400504,2160.0039,32,5,1.36918878555298,290437.400504,2160.0039,32,5
2516,290557.403104,,2280.0065,32,5,3.42214250564575,290557.403104,2280.0065,32,5,-2.28181457519531,290557.403104,2280.0065,32,5,2.44879555702209,290557.403104,2280.0065,32,5,1.44524991512299,290557.403104,2280.0065,32,5
2517,290677.401904,,2400.0053,32,5,3.40645456314087,290677.401904,2400.0053,32,5,-2.28216361999512,290677.401904,2400.0053,32,5,2.44879555702209,290677.401904,2400.0053,32,5,1.52132511138916,290677.401904,2400.0053,32,5
2518,290797.399004,,2520.0024,32,5,3.39083528518677,290797.399004,2520.0024,32,5,-2.28218173980713,290797.399004,2520.0024,32,5,2.44879555702209,290797.399004,2520.0024,32,5,1.59738969802856,290797.399004,2520.0024,32,5
2519,290917.401704,,2640.0051,32,5,3.3751015663147,290917.401704,2640.0051,32,5,-2.28214740753174,290917.401704,2640.0051,32,5,2.44879555702209,290917.401704,2640.0051,32,5,1.67345547676086,290917.401704,2640.0051,32,5
2520,291037.400904,,2760.0043,32,5,3.35879850387573,291037.400904,2760.0043,32,5,-2.28201293945312,291037.400904,2760.0043,32,5,2.44879555702209,291037.400904,2760.0043,32,5,1.74951636791229,291037.400904,2760.0043,32,5
2521,291157.399504,,2880.0029,32,5,3.3411431312561,291157.399504,2880.0029,32,5,-2.28216361999512,291157.399504,2880.0029,32,5,2.44879555702209,291157.399504,2880.0029,32,5,1.8255786895752,291157.399504,2880.0029,32,5
2522,291277.402004,,3000.0054,32,5,3.32179689407349,291277.402004,3000.0054,32,5,-2.28182697296143,291277.402004,3000.0054,32,5,2.44879555702209,291277.402004,3000.0054,32,5,1.90165483951569,291277.402004,3000.0054,32,5
2523,291397.400504,,3120.0039,32,5,3.30009317398071,291397.400504,3120.0039,32,5,-2.28212928771973,291397.400504,3120.0039,32,5,2.44879555702209,291397.400504,3120.0039,32,5,1.97772288322449,291397.400504,3120.0039,32,5
2524,291517.399404,,3240.0028,32,5,3.27484750747681,291517.399404,3240.0028,32,5,-2.28213405609131,291517.399404,3240.0028,32,5,2.44879555702209,291517.399404,3240.0028,32,5,2.05378794670105,291517.399404,3240.0028,32,5
2525,291637.399104,,3360.0025,32,5,3.24458646774292,291637.399104,3360.0025,32,5,-2.28215217590332,291637.399104,3360.0025,32,5,2.44879555702209,291637.399104,3360.0025,32,5,2.12985110282898,291637.399104,3360.0025,32,5
2526,291757.400904,,3480.0043,32,5,3.20763540267944,291757.400904,3480.0043,32,5,-2.28190994262695,291757.400904,3480.0043,32,5,2.44879555702209,291757.400904,3480.0043,32,5,2.20591807365417,291757.400904,3480.0043,32,5
2527,291877.401204,,3600.0046,32,5,3.16154050827026,291877.401204,3600.0046,32,5,-2.28183460235596,291877.401204,3600.0046,32,5,2.44879555702209,291877.401204,3600.0046,32,5,2.28197956085205,291877.401204,3600.0046,32,5
2528,291997.397604,,3720.001,32,5,3.10191297531128,291997.397604,3720.001,32,5,-2.28221225738525,291997.397604,3720.001,32,5,2.44879555702209,291997.397604,3720.001,32,5,2.35804271697998,291997.397604,3720.001,32,5
2529,292117.399204,,3840.0026,32,5,3.01975965499878,292117.399204,3840.0026,32,5,-2.28219509124756,292117.399204,3840.0026,32,5,2.44879555702209,292117.399204,3840.0026,32,5,2.43410897254944,292117.399204,3840.0026,32,5
2530,292140.804304,,3863.4077,32,5,2.99997472763062,292140.804304,3863.4077,32,5,-2.28215885162354,292140.804304,3863.4077,32,5,2.44879555702209,292140.804304,3863.4077,32,5,2.4489483833313,292140.804304,3863.4077,32,5
2531,292260.945012,,120.0045,32,6,3.61437749862671,292260.945012,120.0045,32,6,0,292260.945012,120.0045,32,6,2.44879555702209,292260.945012,120.0045,32,6,2.44898509979248,292260.945012,120.0045,32,6
2532,292380.945712,,240.0052,32,6,3.64630365371704,292380.945712,240.0052,32,6,0,292380.945712,240.0052,32,6,2.44879555702209,292380.945712,240.0052,32,6,2.44898509979248,292380.945712,240.0052,32,6
2533,292440.941312,,300.0008,32,6,3.65426778793335,292440.941312,300.0008,32,6,0,292440.941312,300.0008,32,6,2.44879555702209,292440.941312,300.0008,32,6,2.44898509979248,292440.941312,300.0008,32,6
2534,292561.068324,,120.0056,33,2,4.19996404647827,292561.068324,120.0056,33,2,3.30840301513672,292561.068324,120.0056,33,2,0.127296730875969,292561.068324,120.0056,33,2,0,292561.068324,120.0056,33,2
2535,292577.804424,,136.7417,33,2,4.20005178451538,292577.804424,136.7417,33,2,3.25995826721191,292577.804424,136.7417,33,2,0.142570719122887,292577.804424,136.7417,33,2,0,292577.804424,136.7417,33,2
2536,292697.805788,,120.0022,33,3,4.23259973526001,292697.805788,120.0022,33,3,3.26011276245117,292697.805788,120.0022,33,3,0.250979512929916,292697.805788,120.0022,33,3,0,292697.805788,120.0022,33,3
2537,292817.804988,,240.0014,33,3,4.26191282272339,292817.804988,240.0014,33,3,3.26011848449707,292817.804988,240.0014,33,3,0.359641075134277,292817.804988,240.0014,33,3,0,292817.804988,240.0014,33,3
2538,292937.807588,,360.004,33,3,4.28577566146851,292937.807588,360.004,33,3,3.26016807556152,292937.807588,360.004,33,3,0.468307971954346,292937.807588,360.004,33,3,0,292937.807588,360.004,33,3
2539,293057.808588,,480.005,33,3,4.30967092514038,293057.808588,480.005,33,3,3.26014709472656,293057.808588,480.005,33,3,0.576981246471405,293057.808588,480.005,33,3,0,293057.808588,480.005,33,3
2540,293177.803688,,600.0001,33,3,4.33525896072388,293177.803688,600.0001,33,3,3.26016044616699,293177.803688,600.0001,33,3,0.685657322406769,293177.803688,600.0001,33,3,0,293177.803688,600.0001,33,3
2541,293297.804388,,720.0008,33,3,4.36360692977905,293297.804388,720.0008,33,3,3.26013946533203,293297.804388,720.0008,33,3,0.794318675994873,293297.804388,720.0008,33,3,0,293297.804388,720.0008,33,3
2542,293417.808688,,840.0051,33,3,4.39428663253784,293417.808688,840.0051,33,3,3.26004028320312,293417.808688,840.0051,33,3,0.902996182441711,293417.808688,840.0051,33,3,0,293417.808688,840.0051,33,3
2543,293537.807688,,960.0041,33,3,4.39996862411499,293537.807688,960.0041,33,3,3.03690147399902,293537.807688,960.0041,33,3,1.00843870639801,293537.807688,960.0041,33,3,0,293537.807688,960.0041,33,3
2544,293657.806588,,1080.003,33,3,4.40000772476196,293657.806588,1080.003,33,3,2.80933380126953,293657.806588,1080.003,33,3,1.10579741001129,293657.806588,1080.003,33,3,0,293657.806588,1080.003,33,3
2545,293777.807288,,1200.0037,33,3,4.39996194839478,293777.807288,1200.0037,33,3,2.60704803466797,293777.807288,1200.0037,33,3,1.19599747657776,293777.807288,1200.0037,33,3,0,293777.807288,1200.0037,33,3
2546,293897.805588,,1320.002,33,3,4.40000104904175,293897.805588,1320.002,33,3,2.43332099914551,293897.805588,1320.002,33,3,1.27992117404938,293897.805588,1320.002,33,3,0,293897.805588,1320.002,33,3
2547,294017.803888,,1440.0003,33,3,4.40001440048218,294017.803888,1440.0003,33,3,2.28360557556152,294017.803888,1440.0003,33,3,1.3584840297699,294017.803888,1440.0003,33,3,0,294017.803888,1440.0003,33,3
2548,294137.803888,,1560.0003,33,3,4.39997053146362,294137.803888,1560.0003,33,3,2.15278053283691,294137.803888,1560.0003,33,3,1.43235409259796,294137.803888,1560.0003,33,3,0,294137.803888,1560.0003,33,3
2549,294257.804788,,1680.0012,33,3,4.39995718002319,294257.804788,1680.0012,33,3,2.03814029693604,294257.804788,1680.0012,33,3,1.50217461585999,294257.804788,1680.0012,33,3,0,294257.804788,1680.0012,33,3
2550,294377.807588,,1800.004,33,3,4.39999532699585,294377.807588,1800.004,33,3,1.93565654754639,294377.807588,1800.004,33,3,1.56837141513824,294377.807588,1800.004,33,3,0,294377.807588,1800.004,33,3
2551,294497.806188,,1920.0026,33,3,4.399986743927,294497.806188,1920.0026,33,3,1.84173107147217,294497.806188,1920.0026,33,3,1.63129246234894,294497.806188,1920.0026,33,3,0,294497.806188,1920.0026,33,3
2552,294617.808788,,2040.0052,33,3,4.39995241165161,294617.808788,2040.0052,33,3,1.75574398040771,294617.808788,2040.0052,33,3,1.69122755527496,294617.808788,2040.0052,33,3,0,294617.808788,2040.0052,33,3
2553,294737.805188,,2160.0016,33,3,4.39997243881226,294737.805188,2160.0016,33,3,1.67687320709229,294737.805188,2160.0016,33,3,1.74841523170471,294737.805188,2160.0016,33,3,0,294737.805188,2160.0016,33,3
2554,294857.807788,,2280.0042,33,3,4.40001344680786,294857.807788,2280.0042,33,3,1.601806640625,294857.807788,2280.0042,33,3,1.80304157733917,294857.807788,2280.0042,33,3,0,294857.807788,2280.0042,33,3
2555,294977.803988,,2400.0004,33,3,4.40001821517944,294977.803988,2400.0004,33,3,1.53163242340088,294977.803988,2400.0004,33,3,1.85525000095367,294977.803988,2400.0004,33,3,0,294977.803988,2400.0004,33,3
2556,295097.808388,,2520.0048,33,3,4.40003538131714,295097.808388,2520.0048,33,3,1.46426677703857,295097.808388,2520.0048,33,3,1.90518283843994,295097.808388,2520.0048,33,3,0,295097.808388,2520.0048,33,3
2557,295217.809988,,2640.0064,33,3,4.39998960494995,295217.809988,2640.0064,33,3,1.39873600006104,295217.809988,2640.0064,33,3,1.95288419723511,295217.809988,2640.0064,33,3,0,295217.809988,2640.0064,33,3
2558,295337.804988,,2760.0014,33,3,4.39995336532593,295337.804988,2760.0014,33,3,1.33505058288574,295337.804988,2760.0014,33,3,1.99843907356262,295337.804988,2760.0014,33,3,0,295337.804988,2760.0014,33,3
2559,295457.805088,,2880.0015,33,3,4.39996385574341,295457.805088,2880.0015,33,3,1.27450180053711,295457.805088,2880.0015,33,3,2.04192399978638,295457.805088,2880.0015,33,3,0,295457.805088,2880.0015,33,3
2560,295577.805588,,3000.002,33,3,4.40005540847778,295577.805588,3000.002,33,3,1.21550178527832,295577.805588,3000.002,33,3,2.08342456817627,295577.805588,3000.002,33,3,0,295577.805588,3000.002,33,3
