index,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Voltage,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Charge_Capacity,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Discharge_Capacity
1722,200593.382916,120.0048,22,6,3.62788486480713,200593.382916,120.0048,22,6,0,200593.382916,120.0048,22,6,2.43043255805969,200593.382916,120.0048,22,6,2.42946410179138
1723,200713.380816,240.0027,22,6,3.65927791595459,200713.380816,240.0027,22,6,0,200713.380816,240.0027,22,6,2.43043255805969,200713.380816,240.0027,22,6,2.42946410179138
1724,200773.380716,300.0026,22,6,3.66679668426514,200773.380716,300.0026,22,6,0,200773.380716,300.0026,22,6,2.43043255805969,200773.380716,300.0026,22,6,2.42946410179138
1725,200843.18786,69.7204,23,2,4.20005607604981,200843.18786,69.7204,23,2,3.25996017456055,200843.18786,69.7204,23,2,0.073112420737743,200843.18786,69.7204,23,2,0
1726,200963.203264,120.0055,23,3,4.2440071105957,200963.203264,120.0055,23,3,3.26005363464355,200963.203264,120.0055,23,3,0.181527674198151,200963.203264,120.0055,23,3,0
1727,201083.198264,240.0005,23,3,4.27510166168213,201083.198264,240.0005,23,3,3.26005172729492,201083.198264,240.0005,23,3,0.290196627378464,201083.198264,240.0005,23,3,0
1728,201203.202864,360.0051,23,3,4.30006313323975,201203.202864,360.0051,23,3,3.26008415222168,201203.202864,360.0051,23,3,0.398869901895523,201203.202864,360.0051,23,3,0
1729,201323.200964,480.0032,23,3,4.32265663146973,201323.200964,480.0032,23,3,3.26016044616699,201323.200964,480.0032,23,3,0.507539689540863,201323.200964,480.0032,23,3,0
1730,201443.201064,600.0033,23,3,4.34674644470215,201443.201064,600.0033,23,3,3.26011848449707,201443.201064,600.0033,23,3,0.616210401058197,201443.201064,600.0033,23,3,0
1731,201563.202064,720.0043,23,3,4.37412548065186,201563.202064,720.0043,23,3,3.2601203918457,201563.202064,720.0043,23,3,0.724871098995209,201563.202064,720.0043,23,3,0
1732,201683.201464,840.0037,23,3,4.39999771118164,201683.201464,840.0037,23,3,3.22404861450195,201683.201464,840.0037,23,3,0.833450555801392,201683.201464,840.0037,23,3,0
1733,201803.200864,960.0031,23,3,4.40002918243408,201803.200864,960.0031,23,3,2.98251914978027,201803.200864,960.0031,23,3,0.936791718006134,201803.200864,960.0031,23,3,0
1734,201923.202664,1080.0049,23,3,4.39993953704834,201923.202664,1080.0049,23,3,2.76770973205566,201923.202664,1080.0049,23,3,1.03255879878998,201923.202664,1080.0049,23,3,0
1735,202043.203464,1200.0057,23,3,4.39997673034668,202043.203464,1200.0057,23,3,2.58322143554687,202043.203464,1200.0057,23,3,1.12164306640625,202043.203464,1200.0057,23,3,0
1736,202163.200264,1320.0025,23,3,4.40001583099365,202163.200264,1320.0025,23,3,2.42159461975098,202163.200264,1320.0025,23,3,1.20498692989349,202163.200264,1320.0025,23,3,0
1737,202283.198264,1440.0005,23,3,4.39996242523193,202283.198264,1440.0005,23,3,2.28224754333496,202283.198264,1440.0005,23,3,1.28334450721741,202283.198264,1440.0005,23,3,0
1738,202403.201764,1560.004,23,3,4.39994812011719,202403.201764,1560.004,23,3,2.15929222106934,202403.201764,1560.004,23,3,1.35732769966125,202403.201764,1560.004,23,3,0
1739,202523.201664,1680.0039,23,3,4.39996337890625,202523.201664,1680.0039,23,3,2.05058670043945,202523.201664,1680.0039,23,3,1.4274537563324,202523.201664,1680.0039,23,3,0
1740,202643.199164,1800.0014,23,3,4.39997291564941,202643.199164,1800.0014,23,3,1.95210456848145,202643.199164,1800.0014,23,3,1.49413502216339,202643.199164,1800.0014,23,3,0
1741,202763.199864,1920.0021,23,3,4.39997386932373,202763.199864,1920.0021,23,3,1.86282157897949,202763.199864,1920.0021,23,3,1.55768859386444,202763.199864,1920.0021,23,3,0
1742,202883.200964,2040.0032,23,3,4.40000438690186,202883.200964,2040.0032,23,3,1.77961826324463,202883.200964,2040.0032,23,3,1.61837720870972,202883.200964,2040.0032,23,3,0
1743,203003.198064,2160.0003,23,3,4.39993476867676,203003.198064,2160.0003,23,3,1.70219898223877,203003.198064,2160.0003,23,3,1.67638003826141,203003.198064,2160.0003,23,3,0
1744,203123.200764,2280.003,23,3,4.40001583099365,203123.200764,2280.003,23,3,1.62966632843018,203123.200764,2280.003,23,3,1.73190307617188,203123.200764,2280.003,23,3,0
1745,203243.198064,2400.0003,23,3,4.39999580383301,203243.198064,2400.0003,23,3,1.55955219268799,203243.198064,2400.0003,23,3,1.785036444664,203243.198064,2400.0003,23,3,0
1746,203363.198664,2520.0009,23,3,4.4000129699707,203363.198664,2520.0009,23,3,1.49275684356689,203363.198664,2520.0009,23,3,1.83589518070221,203363.198664,2520.0009,23,3,0
1747,203483.200364,2640.0026,23,3,4.39997291564941,203483.200364,2640.0026,23,3,1.4294261932373,203483.200364,2640.0026,23,3,1.8845899105072,203483.200364,2640.0026,23,3,0
1748,203603.199064,2760.0013,23,3,4.40000915527344,203603.199064,2760.0013,23,3,1.36824321746826,203603.199064,2760.0013,23,3,1.93121480941772,203603.199064,2760.0013,23,3,0
1749,203723.200864,2880.0031,23,3,4.4000129699707,203723.200864,2880.0031,23,3,1.30778789520264,203723.200864,2880.0031,23,3,1.97580790519714,203723.200864,2880.0031,23,3,0
1750,203843.203464,3000.0057,23,3,4.40005588531494,203843.203464,3000.0057,23,3,1.24992656707764,203843.203464,3000.0057,23,3,2.01844429969788,203843.203464,3000.0057,23,3,0
1751,203963.198764,3120.001,23,3,4.39995956420898,203963.198764,3120.001,23,3,1.1943531036377,203963.198764,3120.001,23,3,2.05918383598328,203963.198764,3120.001,23,3,0
1752,204083.201564,3240.0038,23,3,4.39997959136963,204083.201564,3240.0038,23,3,1.14114856719971,204083.201564,3240.0038,23,3,2.09810662269592,204083.201564,3240.0038,23,3,0
1753,204203.203164,3360.0054,23,3,4.40003776550293,204203.203164,3360.0054,23,3,1.08859825134277,204203.203164,3360.0054,23,3,2.13526511192322,204203.203164,3360.0054,23,3,0
1754,204323.203764,3480.006,23,3,4.39999866485596,204323.203764,3480.006,23,3,1.03765487670898,204323.203764,3480.006,23,3,2.17069554328918,204323.203764,3480.006,23,3,0
1755,204443.201764,3600.004,23,3,4.40001201629639,204443.201764,3600.004,23,3,0.988306045532227,204443.201764,3600.004,23,3,2.20445203781128,204443.201764,3600.004,23,3,0
1756,204563.204264,3720.0065,23,3,4.40000724792481,204563.204264,3720.0065,23,3,0.940798759460449,204563.204264,3720.0065,23,3,2.23660135269165,204563.204264,3720.0065,23,3,0
1757,204683.204064,3840.0063,23,3,4.39993286132813,204683.204064,3840.0063,23,3,0.895256996154785,204683.204064,3840.0063,23,3,2.2671959400177,204683.204064,3840.0063,23,3,0
1758,204803.197864,3960.0001,23,3,4.39999961853027,204803.197864,3960.0001,23,3,0.851848602294922,204803.197864,3960.0001,23,3,2.29629302024841,204803.197864,3960.0001,23,3,0
1759,204923.202364,4080.0046,23,3,4.40000343322754,204923.202364,4080.0046,23,3,0.810862541198731,204923.202364,4080.0046,23,3,2.32400107383728,204923.202364,4080.0046,23,3,0
1760,205043.202464,4200.0047,23,3,4.39999485015869,205043.202464,4200.0047,23,3,0.770946502685547,205043.202464,4200.0047,23,3,2.35036468505859,205043.202464,4200.0047,23,3,0
1761,205163.200764,4320.003,23,3,4.40005397796631,205163.200764,4320.003,23,3,0.732511520385742,205163.200764,4320.003,23,3,2.37542200088501,205163.200764,4320.003,23,3,0
1762,205283.200564,4440.0028,23,3,4.39997291564941,205283.200564,4440.0028,23,3,0.695984840393066,205283.200564,4440.0028,23,3,2.3992326259613,205283.200564,4440.0028,23,3,0
1763,205403.199564,4560.0018,23,3,4.40000724792481,205403.199564,4560.0018,23,3,0.661572456359863,205403.199564,4560.0018,23,3,2.42186594009399,205403.199564,4560.0018,23,3,0
1764,205436.495164,4593.2974,23,3,4.40001678466797,205436.495164,4593.2974,23,3,0.651994705200195,205436.495164,4593.2974,23,3,2.42794013023376,205436.495164,4593.2974,23,3,0
1765,205556.568752,120.0023,23,4,4.271071434021,205556.568752,120.0023,23,4,0,205556.568752,120.0023,23,4,2.42794227600098,205556.568752,120.0023,23,4,0
1766,205676.567852,240.0014,23,4,4.25840473175049,205676.567852,240.0014,23,4,0,205676.567852,240.0014,23,4,2.42794227600098,205676.567852,240.0014,23,4,0
1767,205736.568652,300.0022,23,4,4.25511741638184,205736.568652,300.0022,23,4,0,205736.568652,300.0022,23,4,2.42794227600098,205736.568652,300.0022,23,4,0
1768,205856.657796,120.002,23,5,3.87028121948242,205856.657796,120.002,23,5,-2.2821102142334,205856.657796,120.002,23,5,2.42794227600098,205856.657796,120.002,23,5,0.076051451265812
1769,205976.657796,240.002,23,5,3.82517242431641,205976.657796,240.002,23,5,-2.28219985961914,205976.657796,240.002,23,5,2.42794227600098,205976.657796,240.002,23,5,0.152123838663101
1770,206096.661296,360.0055,23,5,3.78784561157227,206096.661296,360.0055,23,5,-2.28213024139404,206096.661296,360.0055,23,5,2.42794227600098,206096.661296,360.0055,23,5,0.228194460272789
1771,206216.661996,480.0062,23,5,3.75285053253174,206216.661996,480.0062,23,5,-2.2820405960083,206216.661996,480.0062,23,5,2.42794227600098,206216.661996,480.0062,23,5,0.304273188114166
1772,206336.658696,600.0029,23,5,3.71971702575684,206336.658696,600.0029,23,5,-2.28181552886963,206336.658696,600.0029,23,5,2.42794227600098,206336.658696,600.0029,23,5,0.380332440137863
1773,206456.662896,720.0071,23,5,3.68757057189941,206456.662896,720.0071,23,5,-2.28211116790771,206456.662896,720.0071,23,5,2.42794227600098,206456.662896,720.0071,23,5,0.456411749124527
1774,206576.662596,840.0068,23,5,3.65619373321533,206576.662596,840.0068,23,5,-2.28216361999512,206576.662596,840.0068,23,5,2.42794227600098,206576.662596,840.0068,23,5,0.53247994184494
1775,206696.661096,960.0053,23,5,3.62700176239014,206696.661096,960.0053,23,5,-2.28199672698975,206696.661096,960.0053,23,5,2.42794227600098,206696.661096,960.0053,23,5,0.608543217182159
1776,206816.656596,1080.0008,23,5,3.5997257232666,206816.656596,1080.0008,23,5,-2.28208923339844,206816.656596,1080.0008,23,5,2.42794227600098,206816.656596,1080.0008,23,5,0.684608519077301
1777,206936.659596,1200.0038,23,5,3.57447624206543,206936.659596,1200.0038,23,5,-2.28210258483887,206936.659596,1200.0038,23,5,2.42794227600098,206936.659596,1200.0038,23,5,0.760675847530365
1778,207056.657896,1320.0021,23,5,3.55090236663818,207056.657896,1320.0021,23,5,-2.28216075897217,207056.657896,1320.0021,23,5,2.42794227600098,207056.657896,1320.0021,23,5,0.836749017238617
1779,207176.657896,1440.0021,23,5,3.52842426300049,207176.657896,1440.0021,23,5,-2.28209495544434,207176.657896,1440.0021,23,5,2.42794227600098,207176.657896,1440.0021,23,5,0.912818789482117
1780,207296.657496,1560.0017,23,5,3.50673770904541,207296.657496,1560.0017,23,5,-2.28207397460937,207296.657496,1560.0017,23,5,2.42794227600098,207296.657496,1560.0017,23,5,0.988884568214417
1781,207416.658296,1680.0025,23,5,3.48645687103271,207416.658296,1680.0025,23,5,-2.28209781646729,207416.658296,1680.0025,23,5,2.42794227600098,207416.658296,1680.0025,23,5,1.06496322154999
1782,207536.659196,1800.0034,23,5,3.46688938140869,207536.659196,1800.0034,23,5,-2.28211975097656,207536.659196,1800.0034,23,5,2.42794227600098,207536.659196,1800.0034,23,5,1.14103436470032
1783,207656.661196,1920.0054,23,5,3.44840145111084,207656.661196,1920.0054,23,5,-2.28208637237549,207656.661196,1920.0054,23,5,2.42794227600098,207656.661196,1920.0054,23,5,1.21710562705994
1784,207776.662396,2040.0066,23,5,3.43070602416992,207776.662396,2040.0066,23,5,-2.28209114074707,207776.662396,2040.0066,23,5,2.42794227600098,207776.662396,2040.0066,23,5,1.29316568374634
1785,207896.658896,2160.0031,23,5,3.41391849517822,207896.658896,2160.0031,23,5,-2.28210830688477,207896.658896,2160.0031,23,5,2.42794227600098,207896.658896,2160.0031,23,5,1.36924290657043
1786,208016.656196,2280.0004,23,5,3.39761924743652,208016.656196,2280.0004,23,5,-2.28198623657227,208016.656196,2280.0004,23,5,2.42794227600098,208016.656196,2280.0004,23,5,1.44530940055847
1787,208136.656096,2400.0003,23,5,3.38185596466064,208136.656096,2400.0003,23,5,-2.28221321105957,208136.656096,2400.0003,23,5,2.42794227600098,208136.656096,2400.0003,23,5,1.52138018608093
1788,208256.658096,2520.0023,23,5,3.36569690704346,208256.658096,2520.0023,23,5,-2.28213310241699,208256.658096,2520.0023,23,5,2.42794227600098,208256.658096,2520.0023,23,5,1.59745442867279
1789,208376.660896,2640.0051,23,5,3.34937953948975,208376.660896,2640.0051,23,5,-2.28210163116455,208376.660896,2640.0051,23,5,2.42794227600098,208376.660896,2640.0051,23,5,1.67352342605591
1790,208496.656396,2760.0006,23,5,3.33203315734863,208496.656396,2760.0006,23,5,-2.28168964385986,208496.656396,2760.0006,23,5,2.42794227600098,208496.656396,2760.0006,23,5,1.74958992004395
1791,208616.660096,2880.0043,23,5,3.31369304656982,208616.660096,2880.0043,23,5,-2.28207111358643,208616.660096,2880.0043,23,5,2.42794227600098,208616.660096,2880.0043,23,5,1.82565855979919
1792,208736.661296,3000.0055,23,5,3.29356288909912,208736.661296,3000.0055,23,5,-2.28212356567383,208736.661296,3000.0055,23,5,2.42794227600098,208736.661296,3000.0055,23,5,1.90173351764679
1793,208856.655996,3120.0002,23,5,3.27048397064209,208856.655996,3120.0002,23,5,-2.28212547302246,208856.655996,3120.0002,23,5,2.42794227600098,208856.655996,3120.0002,23,5,1.97779548168182
1794,208976.657496,3240.0017,23,5,3.24422359466553,208976.657496,3240.0017,23,5,-2.2822151184082,208976.657496,3240.0017,23,5,2.42794227600098,208976.657496,3240.0017,23,5,2.05386877059937
1795,209096.656396,3360.0006,23,5,3.21342086791992,209096.656396,3360.0006,23,5,-2.28211688995361,209096.656396,3360.0006,23,5,2.42794227600098,209096.656396,3360.0006,23,5,2.1299364566803
1796,209216.661796,3480.006,23,5,3.17634010314941,209216.661796,3480.006,23,5,-2.28190135955811,209216.661796,3480.006,23,5,2.42794227600098,209216.661796,3480.006,23,5,2.20601081848145
1797,209336.656396,3600.0006,23,5,3.13020515441895,209336.656396,3600.0006,23,5,-2.28206062316895,209336.656396,3600.0006,23,5,2.42794227600098,209336.656396,3600.0006,23,5,2.28207468986511
1798,209456.656596,3720.0008,23,5,3.07165241241455,209456.656596,3720.0008,23,5,-2.28202342987061,209456.656596,3720.0008,23,5,2.42794227600098,209456.656596,3720.0008,23,5,2.35814309120178
1799,209566.672596,3830.0168,23,5,2.99998188018799,209566.672596,3830.0168,23,5,-2.28213691711426,209566.672596,3830.0168,23,5,2.42794227600098,209566.672596,3830.0168,23,5,2.42789030075073
1800,209686.813412,120.0041,23,6,3.62763690948486,209686.813412,120.0041,23,6,0,209686.813412,120.0041,23,6,2.42794227600098,209686.813412,120.0041,23,6,2.42793703079224
1801,209806.810612,240.0013,23,6,3.65918254852295,209806.810612,240.0013,23,6,0,209806.810612,240.0013,23,6,2.42794227600098,209806.810612,240.0013,23,6,2.42793703079224
1802,209866.810512,300.0012,23,6,3.66666507720947,209866.810512,300.0012,23,6,0,209866.810512,300.0012,23,6,2.42794227600098,209866.810512,300.0012,23,6,2.42793703079224
1803,209935.60634,68.6912,24,2,4.20001792907715,209935.60634,68.6912,24,2,3.25990867614746,209935.60634,68.6912,24,2,0.072062395513058,209935.60634,68.6912,24,2,0
1804,210055.632036,120.0025,24,3,4.24433135986328,210055.632036,120.0025,24,3,3.26008415222168,210055.632036,120.0025,24,3,0.180479526519775,210055.632036,120.0025,24,3,0
1805,210175.636236,240.0067,24,3,4.27516651153564,210175.636236,240.0067,24,3,3.26006889343262,210175.636236,240.0067,24,3,0.289151072502136,210175.636236,240.0067,24,3,0
1806,210295.634636,360.0051,24,3,4.30005073547363,210295.634636,360.0051,24,3,3.2600154876709,210295.634636,360.0051,24,3,0.397825956344604,210295.634636,360.0051,24,3,0
1807,210415.632936,480.0034,24,3,4.32237434387207,210415.632936,480.0034,24,3,3.26006698608398,210415.632936,480.0034,24,3,0.50649356842041,210415.632936,480.0034,24,3,0
1808,210535.631936,600.0024,24,3,4.34650421142578,210535.631936,600.0024,24,3,3.26019287109375,210535.631936,600.0024,24,3,0.615161061286926,210535.631936,600.0024,24,3,0
1809,210655.630436,720.0009,24,3,4.37350177764893,210655.630436,720.0009,24,3,3.26012992858887,210655.630436,720.0009,24,3,0.723817765712738,210655.630436,720.0009,24,3,0
1810,210775.633636,840.0041,24,3,4.4000244140625,210775.633636,840.0041,24,3,3.22781562805176,210775.633636,840.0041,24,3,0.83241480588913,210775.633636,840.0041,24,3,0
1811,210895.630936,960.0014,24,3,4.40000724792481,210895.630936,960.0014,24,3,2.98602294921875,210895.630936,960.0014,24,3,0.935876846313477,210895.630936,960.0014,24,3,0
1812,211015.631036,1080.0015,24,3,4.40001010894775,211015.631036,1080.0015,24,3,2.77265548706055,211015.631036,1080.0015,24,3,1.03179633617401,211015.631036,1080.0015,24,3,0
1813,211135.630036,1200.0005,24,3,4.39999198913574,211135.630036,1200.0005,24,3,2.58606719970703,211135.630036,1200.0005,24,3,1.12103140354157,211135.630036,1200.0005,24,3,0
1814,211255.630036,1320.0005,24,3,4.39997386932373,211255.630036,1320.0005,24,3,2.42425727844238,211255.630036,1320.0005,24,3,1.20449113845825,211255.630036,1320.0005,24,3,0
1815,211375.631636,1440.0021,24,3,4.40001010894775,211375.631636,1440.0021,24,3,2.28205299377441,211375.631636,1440.0021,24,3,1.282879114151,211375.631636,1440.0021,24,3,0
1816,211495.632936,1560.0034,24,3,4.40002536773682,211495.632936,1560.0034,24,3,2.15731430053711,211495.632936,1560.0034,24,3,1.35683739185333,211495.632936,1560.0034,24,3,0
1817,211615.632036,1680.0025,24,3,4.4000301361084,211615.632036,1680.0025,24,3,2.04531478881836,211615.632036,1680.0025,24,3,1.42684304714203,211615.632036,1680.0025,24,3,0
1818,211735.630636,1800.0011,24,3,4.39992046356201,211735.630636,1800.0011,24,3,1.94447708129883,211735.630636,1800.0011,24,3,1.49331223964691,211735.630636,1800.0011,24,3,0
1819,211855.636336,1920.0068,24,3,4.40000820159912,211855.636336,1920.0068,24,3,1.85350608825684,211855.636336,1920.0068,24,3,1.55659282207489,211855.636336,1920.0068,24,3,0
1820,211975.633936,2040.0044,24,3,4.39992046356201,211975.633936,2040.0044,24,3,1.7708854675293,211975.633936,2040.0044,24,3,1.61697542667389,211975.633936,2040.0044,24,3,0
1821,212095.636436,2160.0069,24,3,4.39998245239258,212095.636436,2160.0069,24,3,1.6938591003418,212095.636436,2160.0069,24,3,1.67470824718475,212095.636436,2160.0069,24,3,0
1822,212215.629936,2280.0004,24,3,4.40000438690186,212215.629936,2280.0004,24,3,1.62249374389648,212215.629936,2280.0004,24,3,1.72996270656586,212215.629936,2280.0004,24,3,0
1823,212335.634536,2400.005,24,3,4.39994430541992,212335.634536,2400.005,24,3,1.55305957794189,212335.634536,2400.005,24,3,1.78287613391876,212335.634536,2400.005,24,3,0
1824,212455.632736,2520.0032,24,3,4.40003299713135,212455.632736,2520.0032,24,3,1.4869384765625,212455.632736,2520.0032,24,3,1.83353006839752,212455.632736,2520.0032,24,3,0
1825,212575.632536,2640.003,24,3,4.40003299713135,212575.632536,2640.003,24,3,1.42331027984619,212575.632536,2640.003,24,3,1.88202846050262,212575.632536,2640.003,24,3,0
1826,212695.634036,2760.0045,24,3,4.40004062652588,212695.634036,2760.0045,24,3,1.36151218414307,212695.634036,2760.0045,24,3,1.92843210697174,212695.634036,2760.0045,24,3,0
1827,212815.634636,2880.0051,24,3,4.40005683898926,212815.634636,2880.0051,24,3,1.30370140075684,212815.634636,2880.0051,24,3,1.97285187244415,212815.634636,2880.0051,24,3,0
1828,212935.636336,3000.0068,24,3,4.39998912811279,212935.636336,3000.0068,24,3,1.24808406829834,212935.636336,3000.0068,24,3,2.01537752151489,212935.636336,3000.0068,24,3,0
1829,213055.631736,3120.0022,24,3,4.39998722076416,213055.631736,3120.0022,24,3,1.19470024108887,213055.631736,3120.0022,24,3,2.05608177185059,213055.631736,3120.0022,24,3,0
1830,213175.629636,3240.0001,24,3,4.39998531341553,213175.629636,3240.0001,24,3,1.14172458648682,213175.629636,3240.0001,24,3,2.09501361846924,213175.629636,3240.0001,24,3,0
1831,213295.632136,3360.0026,24,3,4.39997959136963,213295.632136,3360.0026,24,3,1.08930110931396,213295.632136,3360.0026,24,3,2.1321964263916,213295.632136,3360.0026,24,3,0
1832,213415.631236,3480.0017,24,3,4.39999389648438,213415.631236,3480.0017,24,3,1.0390625,213415.631236,3480.0017,24,3,2.16766905784607,213415.631236,3480.0017,24,3,0
1833,213535.632536,3600.003,24,3,4.39998340606689,213535.632536,3600.003,24,3,0.990676879882813,213535.632536,3600.003,24,3,2.20149064064026,213535.632536,3600.003,24,3,0
1834,213655.634736,3720.0052,24,3,4.39998817443848,213655.634736,3720.0052,24,3,0.943609237670898,213655.634736,3720.0052,24,3,2.23372769355774,213655.634736,3720.0052,24,3,0
1835,213775.630236,3840.0007,24,3,4.40004348754883,213775.630236,3840.0007,24,3,0.898193359375,213775.630236,3840.0007,24,3,2.26442170143127,213775.630236,3840.0007,24,3,0
1836,213895.630136,3960.0006,24,3,4.39999580383301,213895.630136,3960.0006,24,3,0.854707717895508,213895.630136,3960.0006,24,3,2.29363250732422,213895.630136,3960.0006,24,3,0
1837,214015.636436,4080.0069,24,3,4.40003299713135,214015.636436,4080.0069,24,3,0.813851356506348,214015.636436,4080.0069,24,3,2.32143592834473,214015.636436,4080.0069,24,3,0
1838,214135.633036,4200.0035,24,3,4.4000186920166,214135.633036,4200.0035,24,3,0.774405479431152,214135.633036,4200.0035,24,3,2.34790682792664,214135.633036,4200.0035,24,3,0
1839,214255.634736,4320.0052,24,3,4.39991760253906,214255.634736,4320.0052,24,3,0.736334800720215,214255.634736,4320.0052,24,3,2.37308382987976,214255.634736,4320.0052,24,3,0
1840,214375.633336,4440.0038,24,3,4.3999719619751,214375.633336,4440.0038,24,3,0.699319839477539,214375.633336,4440.0038,24,3,2.39701795578003,214375.633336,4440.0038,24,3,0
1841,214495.630436,4560.0009,24,3,4.40005493164063,214495.630436,4560.0009,24,3,0.664744377136231,214495.630436,4560.0009,24,3,2.41975808143616,214495.630436,4560.0009,24,3,0
1842,214539.597336,4603.9678,24,3,4.39993000030518,214539.597336,4603.9678,24,3,0.651998519897461,214539.597336,4603.9678,24,3,2.42780089378357,214539.597336,4603.9678,24,3,0
1843,214659.63594,120.0044,24,4,4.27110195159912,214659.63594,120.0044,24,4,0,214659.63594,120.0044,24,4,2.42780351638794,214659.63594,120.0044,24,4,0
1844,214779.63304,240.0015,24,4,4.25837993621826,214779.63304,240.0015,24,4,0,214779.63304,240.0015,24,4,2.42780351638794,214779.63304,240.0015,24,4,0
1845,214839.63424,300.0027,24,4,4.25509166717529,214839.63424,300.0027,24,4,0,214839.63424,300.0027,24,4,2.42780351638794,214839.63424,300.0027,24,4,0
1846,214959.741168,120.0039,24,5,3.87114429473877,214959.741168,120.0039,24,5,-2.28213214874268,214959.741168,120.0039,24,5,2.42780351638794,214959.741168,120.0039,24,5,0.076064825057983
1847,215079.738068,240.0008,24,5,3.82614326477051,215079.738068,240.0008,24,5,-2.28203868865967,215079.738068,240.0008,24,5,2.42780351638794,215079.738068,240.0008,24,5,0.152129232883453
1848,215199.738868,360.0016,24,5,3.78896808624268,215199.738868,360.0016,24,5,-2.28217887878418,215199.738868,360.0016,24,5,2.42780351638794,215199.738868,360.0016,24,5,0.228199854493141
1849,215319.738668,480.0014,24,5,3.75401782989502,215319.738668,480.0014,24,5,-2.28217220306396,215319.738668,480.0014,24,5,2.42780351638794,215319.738668,480.0014,24,5,0.304266154766083
1850,215439.743268,600.006,24,5,3.72038078308105,215439.743268,600.006,24,5,-2.28213691711426,215439.743268,600.006,24,5,2.42780351638794,215439.743268,600.006,24,5,0.380349427461624
1851,215559.743668,720.0064,24,5,3.68778705596924,215559.743668,720.0064,24,5,-2.28207778930664,215559.743668,720.0064,24,5,2.42780351638794,215559.743668,720.0064,24,5,0.456415623426437
1852,215679.738368,840.0011,24,5,3.65658092498779,215679.738368,840.0011,24,5,-2.28208923339844,215679.738368,840.0011,24,5,2.42780351638794,215679.738368,840.0011,24,5,0.532472014427185
1853,215799.741068,960.0038,24,5,3.62684154510498,215799.741068,960.0038,24,5,-2.28214550018311,215799.741068,960.0038,24,5,2.42780351638794,215799.741068,960.0038,24,5,0.608551025390625
1854,215919.740168,1080.0029,24,5,3.5992374420166,215919.740168,1080.0029,24,5,-2.28211688995361,215919.740168,1080.0029,24,5,2.42780351638794,215919.740168,1080.0029,24,5,0.684612631797791
1855,216039.740468,1200.0032,24,5,3.57413196563721,216039.740468,1200.0032,24,5,-2.28214359283447,216039.740468,1200.0032,24,5,2.42780351638794,216039.740468,1200.0032,24,5,0.760692417621613
1856,216159.741568,1320.0043,24,5,3.55055904388428,216159.741568,1320.0043,24,5,-2.28211975097656,216159.741568,1320.0043,24,5,2.42780351638794,216159.741568,1320.0043,24,5,0.836763679981232
1857,216279.737668,1440.0004,24,5,3.52801704406738,216279.737668,1440.0004,24,5,-2.28208923339844,216279.737668,1440.0004,24,5,2.42780351638794,216279.737668,1440.0004,24,5,0.912820041179657
1858,216399.737668,1560.0004,24,5,3.50658416748047,216399.737668,1560.0004,24,5,-2.28182220458984,216399.737668,1560.0004,24,5,2.42780351638794,216399.737668,1560.0004,24,5,0.988903343677521
1859,216519.741868,1680.0046,24,5,3.48634338378906,216519.741868,1680.0046,24,5,-2.28214836120605,216519.741868,1680.0046,24,5,2.42780351638794,216519.741868,1680.0046,24,5,1.06496679782867
1860,216639.739968,1800.0027,24,5,3.46681213378906,216639.739968,1800.0027,24,5,-2.2821626663208,216639.739968,1800.0027,24,5,2.42780351638794,216639.739968,1800.0027,24,5,1.14103806018829
1861,216759.742368,1920.0051,24,5,3.44852828979492,216759.742368,1920.0051,24,5,-2.28210639953613,216759.742368,1920.0051,24,5,2.42780351638794,216759.742368,1920.0051,24,5,1.21710324287415
1862,216879.739268,2040.002,24,5,3.43113994598389,216879.739268,2040.002,24,5,-2.28211116790771,216879.739268,2040.002,24,5,2.42780351638794,216879.739268,2040.002,24,5,1.29318046569824
1863,216999.738868,2160.0016,24,5,3.41400814056396,216999.738868,2160.0016,24,5,-2.28209972381592,216999.738868,2160.0016,24,5,2.42780351638794,216999.738868,2160.0016,24,5,1.36925041675568
1864,217119.740768,2280.0035,24,5,3.39768028259277,217119.740768,2280.0035,24,5,-2.28215217590332,217119.740768,2280.0035,24,5,2.42780351638794,217119.740768,2280.0035,24,5,1.44531488418579
1865,217239.738368,2400.0011,24,5,3.3818883895874,217239.738368,2400.0011,24,5,-2.28211688995361,217239.738368,2400.0011,24,5,2.42780351638794,217239.738368,2400.0011,24,5,1.52137815952301
1866,217359.740168,2520.0029,24,5,3.36600303649902,217359.740168,2520.0029,24,5,-2.28204917907715,217359.740168,2520.0029,24,5,2.42780351638794,217359.740168,2520.0029,24,5,1.59745788574219
1867,217479.738168,2640.0009,24,5,3.34962940216064,217479.738168,2640.0009,24,5,-2.28208923339844,217479.738168,2640.0009,24,5,2.42780351638794,217479.738168,2640.0009,24,5,1.67353165149689
1868,217599.739668,2760.0024,24,5,3.33243751525879,217599.739668,2760.0024,24,5,-2.2821626663208,217599.739668,2760.0024,24,5,2.42780351638794,217599.739668,2760.0024,24,5,1.74959850311279
